Global_ID,ENTRY,Rep,block,Location,Check,Plot,End Plot,Expt,Pedigree,Name,Rng,Pas,Year,PLOTWT,MOIST,SDWT,FLWR,HT,LDG,MTR,DS,CBB,P_FT,CWT_A,ADJ_SDWT
2013_1014,25,1,3,SVREC,0,1014,FALSE,2013,B16507/B16501,B19341,3,4,2020,1478.1,11.59,20.7,45,54,1,96,6,2,15,30.63872494,22.31813415
2002_1014,25,1,3,SVREC,0,1014,FALSE,2002,B16507/B16501,B19341,3,23,2020,1561.3,14.17,20.9,46,45,1,97,5,3,15,31.4188983,21.87618293
2001_1014,25,1,3,SVREC,0,1014,FALSE,2001,N16405/B16504,N19262,3,35,2020,1490,13.97,19,44,44,1,96,5,4,15,30.05395775,19.93378049
2005_1014,7,1,4,SVREC,0,1014,FALSE,2005,"Eldorado/G13467, EIGER",G16351,4,47,2020,1802.2,13.23,31.8,44,52,2,97,5,4,15,36.66384963,33.64982927
2007_1014,16,1,5,SVREC,5,1014,FALSE,2007,PK16-1,I17546,5,55,2020,1672.4,13.35,35.7,41,27,5,97,2,4,15,33.9761532,37.72445122
2011_1014,34,1,3,SVREC,0,1014,FALSE,2011,"PT11-13-31, USDA RATTLER",I20801,3,63,2020,1972.4,13.52,43.4,42,47,2,96,5,2,15,39.99227914,45.77112195
2012_1014,17,1,4,SVREC,0,1014,FALSE,2012,NE4-18-63,I19742,4,71,2020,1293.6,12.86,37.9,44,50,4,96,4,3,15,26.42914069,40.27568293
2006_1014,10,1,4,SVREC,0,1014,FALSE,2006,"COSD-35, STAYBRIGHT",I15644,4,79,2020,1447.6,15.27,34.5,43,36,2,92,5,2,15,28.75750878,35.64859756
2003_1014,29,,1,SVREC,0,1014,FALSE,2003,N14229/B16504,N20333,2,85,2020,700.4,21.48,20.7,50,35,3,98,2,3,16,12.08824309,19.8215122
2004_1014,145,,2,SVREC,1,1014,FALSE,2004,"Zenith//Alpena*/B09197, ADAMS",B18504,1,105,2020,1950.6,13.61,18.8,47,50,2,92,5,1,16,37.03978444,19.8064878
2008_1014,36,,36,SVREC,0,1014,FALSE,2008,P16901/G16341,G20753,3,113,2020,,,,,,,,,,,,
2009_1014,157,,2,SVREC,1,1014,FALSE,2009,"SR9-5/R09508, CAYENNE",R12844,1,168,2020,1492,12.44,31.8,48,54,2,92,5,1,16,28.7151661,33.95619512
2013_1015,28,1,3,SVREC,0,1015,FALSE,2013,N16405/B16504,B19302,3,5,2020,1690,12.73,19.3,46,50,1,96,7,2,15,34.57937671,20.54037805
2002_1015,28,1,3,SVREC,0,1015,FALSE,2002,N16405/B16504,B19302,3,24,2020,1446.6,13.75,18,46,47,1,96,6,4,15,29.25317739,18.93292683
2001_1015,28,1,3,SVREC,0,1015,FALSE,2001,N14201/N15331,N19216,3,36,2020,1643.4,13.94,18.2,46,58,2,97,5,3,15,33.15966273,19.10112195
2005_1015,21,1,4,SVREC,1,1015,FALSE,2005,TAURUS,I17509,4,48,2020,1490,13.47,36.7,44,54,3,98,4,5,15,30.22862913,38.72745122
2007_1015,5,1,5,SVREC,0,1015,FALSE,2007,X16803/P16809,S19305,5,56,2020,1902.4,14.6,36.3,44,54,2,96,5,3,15,38.0912468,37.80512195
2011_1015,25,1,3,SVREC,0,1015,FALSE,2011,NE1-17-36,I18606,3,64,2020,1784.5,13.33,39.3,42,40,2,96,5,2,15,36.26192281,41.53818293
2012_1015,14,1,4,SVREC,0,1015,FALSE,2012,NE4-18-23,I19739,4,72,2020,1273.9,13.53,38.4,44,37,3,103,2,2,15,25.82654294,40.49326829
2006_1015,5,1,4,SVREC,1,1015,FALSE,2006,"Eldorado/P11519, CHARRO",P16901,4,80,2020,1736.7,14.57,36.4,45,48,3,92,5,2,15,34.78569549,37.92258537
2003_1015,13,,1,SVREC,0,1015,FALSE,2003,N14218/N17504,N20317,2,86,2020,1035.1,14.59,17.9,48,46,3,93,4,2,16,19.43246021,18.64437805
2004_1015,6,,2,SVREC,0,1015,FALSE,2004,N16405/B15430,B20507,1,106,2020,1404.2,13.78,18.9,47,46,2,92,5,1,16,26.61176893,19.87265854
2008_1015,43,,43,SVREC,0,1015,FALSE,2008,I17516/G16341,G20767,3,114,2020,,,,,,,,,,,,
2009_1015,11,,2,SVREC,0,1015,FALSE,2009,R17603/I17551,R20611,1,169,2020,1270.4,11.85,34.2,43,50,1,92,5,1,16,24.61498403,36.765
2013_1016,5,1,3,SVREC,0,1016,FALSE,2013,B14302/B10244,B17897,3,6,2020,1258.1,12.07,18.6,46,58,1,98,5,5,15,25.93687899,19.94509756
2002_1016,5,1,3,SVREC,0,1016,FALSE,2002,B14302/B10244,B17897,3,25,2020,1376.3,14.22,19.1,47,51,1,96,6,3,15,27.67990734,19.98046341
2001_1016,5,1,3,SVREC,0,1016,FALSE,2001,N15341/N14238,N18128,3,37,2020,1579.3,14.28,19.8,46,56,1,96,6,5,15,31.74039141,20.6982439
2005_1016,4,1,4,SVREC,0,1016,FALSE,2005,G13444/G14506,G18502,4,49,2020,1731.7,14.33,31.6,45,48,2,96,5,2,15,34.78298938,33.01429268
2007_1016,15,1,6,SVREC,0,1016,FALSE,2007,"SR11511, CALDERA",I20814,6,54,2020,1634.3,13.57,36.8,46,41,2,96,4,3,15,33.11782249,38.78809756
2011_1016,14,1,4,SVREC,0,1016,FALSE,2011,NE4-18-55,I20812,4,60,2020,1376.6,13.76,52.2,43,40,3,104,2,2,15,27.83440828,54.89912195
2012_1016,29,1,4,SVREC,0,1016,FALSE,2012,"X07712/X07721, DESERT SONG",R11801,4,73,2020,1032.7,11.91,35.1,42,43,4,98,2,2,15,21.32879241,37.70681707
2006_1016,7,1,4,SVREC,2,1016,FALSE,2006,"PNE-6-94-75/Kodiak, LAPAZ",I07113,4,81,2020,2023,13.09,33.3,44,38,3,92,4,1,15,41.22219496,35.29393902
2003_1016,47,,2,SVREC,0,1016,FALSE,2003,N16405/G16301,N20352,2,87,2020,1541.2,15.43,25.4,47,57,3,94,4,3,16,28.64917284,26.19607317
2004_1016,129,,2,SVREC,0,1016,FALSE,2004,B17692/B16504,B20635,1,107,2020,1103.3,12.39,16.3,54,50,2,93,4,2,16,21.24633648,17.41515854
2008_1016,37,,37,SVREC,0,1016,FALSE,2008,P16901/G16341,G20756,4,110,2020,,,,,,,,,,,,
2009_1016,114,,2,SVREC,0,1016,FALSE,2009,S17702/R17605,R20714,1,170,2020,1275.7,12.25,35,52,33,3,95,4,1,16,24.60551375,37.45426829
2013_1017,29,1,3,SVREC,6,1017,FALSE,2013,"BL14506, BLACK BEARD",I19703,3,7,2020,815.9,11.99,21.6,46,60,1,99,5,5,15,16.83582622,23.18312195
2002_1017,29,1,3,SVREC,0,1017,FALSE,2002,"BL14506, BLACK BEARD",I19703,3,26,2020,1500.3,14.11,21.9,46,57,1,98,6,5,15,30.21246722,22.93891463
2001_1017,29,1,3,SVREC,0,1017,FALSE,2001,N14243/N14218,N19281,3,38,2020,1949.8,14.26,19.8,47,53,2,96,5,3,15,39.1957542,20.70307317
2005_1017,22,1,5,SVREC,0,1017,FALSE,2005,G14525/G13444,G18506,5,46,2020,1711.7,15.25,38.3,42,49,3,97,4,3,15,34.01205227,39.58445122
2007_1017,17,1,6,SVREC,6,1017,FALSE,2007,PK9-15,I19718,6,55,2020,1706.5,13.99,39.3,43,39,3,96,3,4,15,34.41285627,41.22186585
2011_1017,21,1,4,SVREC,0,1017,FALSE,2011,ND131406,I19715,4,61,2020,1184.7,12.33,36.5,42,45,2,96,5,3,15,24.35145275,39.02384146
2012_1017,11,1,5,SVREC,0,1017,FALSE,2012,GN16-7-3,I19717,5,70,2020,1816.7,13.31,39.8,43,53,3,96,3,3,15,36.92476155,42.07636585
2003_1017,18,,2,SVREC,0,1017,FALSE,2003,N14229/N17504,N20322,2,88,2020,423,12.31,16.2,50,30,3,96,3,1,16,8.153183072,17.32412195
2004_1017,99,,2,SVREC,0,1017,FALSE,2004,B17106/B14302,B20605,1,108,2020,1312.9,11.86,14.7,47,52,2,92,5,1,16,25.43556864,15.80070732
2008_1017,50,,50,SVREC,3,1017,FALSE,2008,"ND121630, ND PEGASUS",I15652,4,111,2020,,,,,,,,,,,,
2009_1017,36,,2,SVREC,0,1017,FALSE,2009,R17605/R16503,R20636,1,171,2020,1426.1,12.47,32.9,47,54,2,94,5,1,16,27.43744487,35.1187439
2013_1018,15,1,3,SVREC,3,1018,FALSE,2013,"B04644/ZORRO, ZENITH",B10244,3,8,2020,1605.4,14.59,22.1,45,59,1,97,5,3,15,32.14825917,23.01903659
2002_1018,15,1,3,SVREC,0,1018,FALSE,2002,"B04644/ZORRO, ZENITH",B10244,3,27,2020,1759.1,14.26,22.3,45,51,1,97,6,2,15,35.36221726,23.31709756
2001_1018,15,1,3,SVREC,3,1018,TRUE,2001,"COOP 02084, VIGILANT",I10101,3,39,2020,1646.1,14.15,20.7,44,52,1,96,5,5,15,33.13309416,21.67189024
2005_1018,23,1,5,SVREC,2,1018,FALSE,2005,"G04514/Matterhorn, POWDERHORN",G08254,5,47,2020,1815.5,15.93,39.8,39,34,2,96,4,3,15,35.78514497,40.80470732
2007_1018,9,1,6,SVREC,1,1018,FALSE,2007,"SR9-5/R09508, CAYENNE",R12844,6,56,2020,1993.2,15.07,36.3,43,49,2,97,4,3,15,39.68966953,37.59706098
2011_1018,11,1,4,SVREC,0,1018,FALSE,2011,PK19-1,I20811,4,62,2020,1742,16.5,39.4,42,27,4,95,2,5,15,34.10359062,40.12073171
2012_1018,2,1,5,SVREC,0,1018,FALSE,2012,"MIB 780/Matterhorn, SB3_0314",I19736,5,71,2020,1514.1,13.71,36.7,42,40,3,96,3,2,15,30.63236362,38.62003659
2003_1018,91,,2,SVREC,1,1018,FALSE,2003,"MEDALIST/N08003, ALPENA",N11283,2,89,2020,1874.5,14.8,18,47,50,3,93,4,2,16,35.10441953,18.70243902
2004_1018,94,,2,SVREC,0,1018,FALSE,2004,B16506/B15430,B20600,1,109,2020,1605.3,13.84,20.6,48,42,4,96,2,1,16,30.40175485,21.64507317
2008_1018,5,,5,SVREC,0,1018,FALSE,2008,G16301/G17410,G20711,4,112,2020,,,,,,,,,,,,
2009_1018,124,,2,SVREC,0,1018,FALSE,2009,R17604/G14510,R20724,1,172,2020,1051.1,12.54,29.7,47,55,2,94,5,1,16,20.20646141,31.67758537
2013_1019,4,1,4,SVREC,0,1019,FALSE,2013,B14303/B12724,B18236,4,3,2020,1355,13.52,18.5,45,45,1,96,5,1,15,27.47390906,19.51073171
2002_1019,4,1,4,SVREC,0,1019,FALSE,2002,B14303/B12724,B18236,4,22,2020,1352.6,14.07,17.6,46,45,1,96,5,1,15,27.25082628,18.4435122
2001_1019,4,1,4,SVREC,0,1019,FALSE,2001,N14230/N12447,N17505,4,34,2020,1797.3,14.08,21.6,48,51,1,97,6,2,15,36.20598131,22.63258537
2005_1019,2,1,5,SVREC,0,1019,FALSE,2005,G14525/P14815,G18512,5,48,2020,1980.5,15.35,37.3,46,43,2,96,4,3,15,39.30676384,38.50542683
2011_1019,4,1,4,SVREC,0,1019,FALSE,2011,NE1-18-28,I20808,4,63,2020,2048.6,16.04,40.6,42,30,3,96,2,3,15,40.32692231,41.57043902
2012_1019,32,1,5,SVREC,0,1019,FALSE,2012,B16501/B15414,B19330,5,72,2020,2132.1,13.13,22.7,44,46,2,98,5,2,15,43.42530445,24.04815854
2003_1019,26,,2,SVREC,0,1019,FALSE,2003,N14229/B16504,N20330,2,90,2020,1725.9,13.48,18.3,49,47,3,95,4,3,16,32.82229135,19.30873171
2004_1019,58,,1,SVREC,0,1019,FALSE,2004,B16504/B16501,B20562,2,92,2020,1657,19.32,17.2,48,46,4,96,4,2,16,29.38496343,16.92312195
2008_1019,39,,39,SVREC,0,1019,FALSE,2008,P16901/G16341,G20759,4,113,2020,,,,,,,,,,,,
2009_1019,144,,1,SVREC,0,1019,FALSE,2009,S17702/R17605,S20418,2,155,2020,1116.2,12.5,34.1,47,40,2,95,5,1,16,21.46776477,36.38719512
2013_1020,33,1,4,SVREC,0,1020,FALSE,2013,B16507/B15453,B19339,4,4,2020,1252.9,12.11,20.7,47,60,1,97,5,1,15,25.81792614,22.18686585
2002_1020,33,1,4,SVREC,0,1020,FALSE,2002,B16507/B15453,B19339,4,23,2020,1568.1,14.4,22.4,45,55,1,96,6,1,15,31.47117803,23.38341463
2001_1020,33,1,4,SVREC,0,1020,FALSE,2001,N14243/N14218,N19283,4,35,2020,1747,13.7,19.2,49,53,2,97,5,3,15,35.3483528,20.20682927
2005_1020,13,1,5,SVREC,0,1020,FALSE,2005,G16339/G16346,G19626,5,49,2020,1497.8,13.33,35.1,43,31,3,98,4,4,15,30.43603698,37.0989878
2011_1020,29,1,4,SVREC,0,1020,FALSE,2011,NE2-17-37,I18608,4,64,2020,1496.9,13.82,38.3,43,33,4,99,2,1,15,30.24577788,40.25236585
2012_1020,21,1,5,SVREC,0,1020,FALSE,2012,"Eldorado/G13467, EIGER",G16351,5,73,2020,1818.6,12.33,34,45,57,3,96,4,4,15,37.38123742,36.35097561
2003_1020,68,,2,SVREC,0,1020,FALSE,2003,N14229/N17506,N20383,2,91,2020,802.4,14.62,16.4,50,50,3,95,5,3,16,15.05857329,17.076
2004_1020,81,,1,SVREC,0,1020,FALSE,2004,B16504/N17504,B20587,2,93,2020,1723.4,16.6,18.3,54,55,2,95,4,3,16,31.59285658,18.61243902
2008_1020,13,,13,SVREC,0,1020,FALSE,2008,G16306/G17411,G20719,4,114,2020,,,,,,,,,,,,
2009_1020,127,,1,SVREC,0,1020,FALSE,2009,S16804/I13401,S20401,2,156,2020,1284.8,12.58,28.3,41,38,2,92,5,1,16,24.68783958,30.17056098
2013_1021,9,1,4,SVREC,0,1021,FALSE,2013,Zenith//Alpena*/B09197,B16504,4,5,2020,1466.7,12.38,18.3,45,54,1,96,5,4,15,30.13075548,19.55421951
2002_1021,9,1,4,SVREC,0,1021,FALSE,2002,Zenith//Alpena*/B09197,B16504,4,24,2020,1780.9,14.18,19.8,46,52,2,97,6,1,15,35.83385437,20.72239024
2001_1021,9,1,4,SVREC,0,1021,FALSE,2001,N15334/N15335,N18122,4,36,2020,1866.6,14.69,20.3,45,67,1,96,7,3,15,37.33504539,21.11942683
2005_1021,5,1,6,SVREC,0,1021,FALSE,2005,G16346/G16318,G19607,6,46,2020,1990,13.78,41.5,44,53,1,96,5,2,15,40.22782713,43.63573171
2011_1021,12,1,5,SVREC,0,1021,FALSE,2011,R12859/R12844,R17604,5,60,2020,1999,12.71,32.9,43,50,2,96,5,1,15,40.91125177,35.02245122
2012_1021,1,1,6,SVREC,0,1021,FALSE,2012,"MIB 780/Matterhorn, SB3_0347",I19734,6,70,2020,1506.5,14.46,41.7,43,36,3,98,3,2,15,30.21369649,43.50021951
2003_1021,69,,1,SVREC,0,1021,FALSE,2003,N14229/N17506,N20384,3,82,2020,1262.3,12.85,16.9,47,47,3,94,4,2,16,24.18058092,17.96140244
2004_1021,91,,1,SVREC,0,1021,FALSE,2004,B16506/B15430,B20597,2,94,2020,2123.5,14.06,20.1,47,59,2,92,6,1,16,40.11292868,21.06578049
2008_1021,48,,48,SVREC,1,1021,FALSE,2008,"Eldorado/G13467, EIGER",G16351,5,110,2020,,,,,,,,,,,,
2009_1021,133,,1,SVREC,0,1021,FALSE,2009,S17702/R17604,S20407,2,157,2020,939.1,21.6,38.1,49,38,3,95,4,1,16,16.18320963,36.42731707
2013_1022,24,1,4,SVREC,0,1022,FALSE,2013,B16506/B16507,B19344,4,6,2020,1356.2,12.47,21.2,44,62,1,96,5,3,15,27.83211106,22.62970732
2002_1022,24,1,4,SVREC,0,1022,FALSE,2002,B16506/B16507,B19344,4,25,2020,1985.8,14.27,21.4,44,56,2,96,6,1,15,39.91478647,22.37343902
2001_1022,24,1,4,SVREC,0,1022,FALSE,2001,N14230/N16405,N19223,4,37,2020,1730.2,14.21,16.8,50,53,1,96,6,3,15,34.80153948,17.5764878
2005_1022,12,1,6,SVREC,0,1022,FALSE,2005,G16339/G16318,G19624,6,47,2020,1810,13.38,33,44,50,2,96,4,3,15,36.75887696,34.85926829
2011_1022,8,1,5,SVREC,0,1022,FALSE,2011,GN19-2,I20810,5,61,2020,1574.5,14.07,40,42,43,3,95,2,4,15,31.72144461,41.91707317
2012_1022,27,1,6,SVREC,0,1022,FALSE,2012,"S02754/S04503, ROSETTA",S08418,6,71,2020,1843,12.35,35.4,44,36,3,96,3,2,15,37.87413614,37.83914634
2003_1022,81,,1,SVREC,0,1022,FALSE,2003,B16504/N17504,N20396,3,83,2020,779.7,15.04,16.6,49,40,2,95,4,1,16,14.56058402,17.19921951
2004_1022,118,,1,SVREC,0,1022,FALSE,2004,B17523/B16504,B20624,2,95,2020,1375.5,17.6,18.5,48,60,3,95,4,4,16,24.91291596,18.5902439
2008_1022,53,,53,SVREC,0,1022,FALSE,2008,I15642/G16309,P20804,5,111,2020,,,,,,,,,,,,
2009_1022,69,,1,SVREC,0,1022,FALSE,2009,I13401/R17603,R20669,2,158,2020,1560.8,14.06,30.7,48,47,3,96,5,1,16,29.48352205,32.17509756
2013_1023,30,1,4,SVREC,0,1023,FALSE,2013,B16507/B15453,B19340,4,7,2020,1377.5,13.25,22.9,47,60,1,97,5,2,15,28.01731876,24.22652439
2002_1023,30,1,4,SVREC,0,1023,FALSE,2002,B16507/B15453,B19340,4,26,2020,1791.2,14.1,23.1,45,52,1,96,6,0,15,36.07469971,24.19865854
2001_1023,30,1,4,SVREC,0,1023,FALSE,2001,N14243/N15326,N19226,4,38,2020,2171.1,13.92,17.4,46,50,2,96,6,2,15,43.81749703,18.2657561
2005_1023,18,1,6,SVREC,0,1023,FALSE,2005,G16339/G16351,G19628,6,48,2020,1424.1,15.53,32.4,44,52,3,97,4,2,15,28.2038542,33.37595122
2011_1023,33,1,5,SVREC,0,1023,FALSE,2011,PT11-13-1,I19720,5,62,2020,1904,15.08,43.4,43,47,3,96,4,3,15,37.90900711,44.94546341
2012_1023,16,1,6,SVREC,0,1023,FALSE,2012,NE2-18-3,I19741,6,72,2020,1915.8,13.98,48.8,42,44,4,97,2,2,15,38.63803997,51.19239024
2003_1023,91,,1,SVREC,1,1023,FALSE,2003,"MEDALIST/N08003, ALPENA",N11283,3,84,2020,2111.5,12.85,18.3,47,39,2,93,5,1,16,40.44783064,19.44932927
2004_1023,145,,1,SVREC,1,1023,FALSE,2004,"Zenith//Alpena*/B09197, ADAMS",B18504,2,96,2020,2230.4,13.94,20.8,49,36,4,93,2,1,16,42.19110062,21.82985366
2008_1023,42,,42,SVREC,0,1023,FALSE,2008,I17516/G16341,G20766,5,112,2020,,,,,,,,,,,,
2009_1023,157,,1,SVREC,1,1023,FALSE,2009,"SR9-5/R09508, CAYENNE",R12844,2,159,2020,1430.2,12.91,31.8,46,43,1,92,5,1,16,27.37800641,33.77392683
2013_1024,2,1,4,SVREC,0,1024,FALSE,2013,B10244/B12724,B17220,4,8,2020,1336.6,12.14,20.4,45,59,1,96,5,3,15,27.5332917,21.85785366
2002_1024,2,1,4,SVREC,0,1024,FALSE,2002,B10244/B12724,B17220,4,27,2020,1715.6,14.52,21.4,44,50,1,96,6,2,15,34.38317925,22.30819512
2001_1024,2,1,4,SVREC,1,1024,TRUE,2001,"MEDALIST/N08003, ALPENA",N11283,4,39,2020,1297.3,14.22,20.1,45,57,2,97,5,4,15,26.09107302,21.02656098
2005_1024,6,1,6,SVREC,0,1024,FALSE,2005,G16346/G16318,G19609,6,49,2020,1667.9,13.56,41,46,58,2,96,5,3,15,33.80261097,43.22
2011_1024,1,1,5,SVREC,0,1024,FALSE,2011,NDF140813,I17520,5,63,2020,1620,15.79,44.4,42,44,3,96,3,3,15,31.9848385,45.59663415
2012_1024,15,1,6,SVREC,0,1024,FALSE,2012,NE2-18-2,I19740,6,73,2020,1510.4,15.7,47.5,41,30,4,95,2,2,15,29.85279728,48.83231707
2003_1024,64,,1,SVREC,0,1024,FALSE,2003,N17506/B15430,N20378,3,85,2020,1165.4,16.38,20.5,49,37,3,96,4,2,16,21.42012168,20.905
2004_1024,72,,1,SVREC,0,1024,FALSE,2004,B16504/B17228,B20577,2,97,2020,1280.2,18.76,18,48,36,4,97,2,1,16,22.86043522,17.83317073
2008_1024,58,,58,SVREC,7,1024,FALSE,2008,"ND121448, ND FALCON",I16705,5,113,2020,,,,,,,,,,,,
2009_1024,44,,1,SVREC,0,1024,FALSE,2009,I13401/R12844,R20644,2,160,2020,1296.8,11.99,26.5,47,45,1,92,5,1,16,25.08659852,28.4422561
2013_1025,32,1,5,SVREC,0,1025,FALSE,2013,AAC Knight Rider,I19710,5,3,2020,1014.5,12.53,17.8,45,51,1,99,5,2,15,20.80542818,18.98739024
2002_1025,32,1,5,SVREC,0,1025,FALSE,2002,AAC Knight Rider,I19710,5,22,2020,1341.9,14.02,20.2,47,48,2,98,5,2,15,27.0509844,21.18043902
2001_1025,32,1,5,SVREC,0,1025,FALSE,2001,G14505//N13120/PR0806-81A,N19271,5,34,2020,1312.6,13.73,20.3,44,55,1,96,5,5,15,26.54958141,21.35708537
2011_1025,3,1,5,SVREC,0,1025,FALSE,2011,NE1-18-18,I20807,5,64,2020,1753,13.66,43.1,42,35,3,98,2,2,15,35.48619549,45.38114634
2012_1025,24,1,7,SVREC,2,1025,FALSE,2012,"R94037/R94161, MERLOT",R98026,7,70,2020,1775.4,15.18,38.3,44,43,3,99,3,3,15,35.3069306,39.61714634
2003_1025,17,,1,SVREC,0,1025,FALSE,2003,N14229/N17504,N20321,3,86,2020,778.4,18.77,18.5,53,30,3,97,4,3,16,13.89811936,18.32628049
2004_1025,88,,1,SVREC,0,1025,FALSE,2004,B16505/N17504,B20594,2,98,2020,1639.1,11.98,16.9,47,50,1,92,6,1,16,31.7119955,18.14070732
2008_1025,3,,3,SVREC,0,1025,FALSE,2008,G14510/G17410,G20703,5,114,2020,,,,,,,,,,,,
2009_1025,95,,1,SVREC,0,1025,FALSE,2009,I17551/I13401,R20695,2,161,2020,1231.4,13.65,33.2,46,42,3,95,5,1,16,23.37212755,34.96121951
2013_1026,27,1,5,SVREC,0,1026,FALSE,2013,B15464/B15417,B19328,5,4,2020,1296.3,11.95,20.2,44,47,1,96,5,1,15,26.76087821,21.69036585
2002_1026,27,1,5,SVREC,0,1026,FALSE,2002,B15464/B15417,B19328,5,23,2020,1642,14.17,20.6,45,50,1,96,6,0,15,33.04286877,21.56217073
2001_1026,27,1,5,SVREC,0,1026,FALSE,2001,N15331/N16405,N19243,5,35,2020,1921.2,13.68,20.7,47,46,2,97,6,4,15,38.88208004,21.79053659
2011_1026,7,1,6,SVREC,0,1026,FALSE,2011,GN19-1,I20809,6,60,2020,1907.8,14.07,42.6,43,38,2,98,4,2,15,38.43643825,44.64168293
2012_1026,20,1,7,SVREC,0,1026,FALSE,2012,"Zenith//Alpena*/B09197, ADAMS",B18504,7,71,2020,2148.4,13.11,20.1,44,50,1,96,6,2,15,43.76736705,21.29864634
2003_1026,37,,2,SVREC,0,1026,FALSE,2003,N15337/N16405,N20342,3,87,2020,1401.9,15.17,16.7,52,45,3,94,5,5,16,26.13986013,17.27635366
2004_1026,28,,1,SVREC,0,1026,FALSE,2004,B15430/B16504,B20531,2,99,2020,1889.4,14.74,18.6,47,48,4,94,3,1,16,35.40837499,19.33946341
2008_1026,1,,1,SVREC,0,1026,FALSE,2008,G14510/G17410,G20701,6,110,2020,,,,,,,,,,,,
2009_1026,49,,1,SVREC,0,1026,FALSE,2009,I13401/R12844,R20649,2,162,2020,1369.6,11.95,28.1,46,51,1,92,5,4,16,26.50695643,30.17323171
2013_1027,22,1,5,SVREC,0,1027,FALSE,2013,B16501/B15464,B19332,5,5,2020,1549.1,13,20.4,47,60,1,98,5,2,15,31.59833411,21.64390244
2002_1027,22,1,5,SVREC,0,1027,FALSE,2002,B16501/B15464,B19332,5,24,2020,1805.4,14.39,20.6,45,51,1,98,6,1,15,36.23793281,21.50690244
2001_1027,22,1,5,SVREC,0,1027,FALSE,2001,N15335/N14243,N19253,5,36,2020,1689.2,13.72,16.3,49,52,2,96,6,3,15,34.1709214,17.15078049
2011_1027,23,1,6,SVREC,0,1027,FALSE,2011,GN16-7-3,I19717,6,61,2020,1797.6,13.32,40.8,43,45,2,96,5,2,15,36.53233591,43.12858537
2012_1027,12,1,7,SVREC,0,1027,FALSE,2012,PK9-15,I19718,7,72,2020,1860.2,13.74,40.7,42,41,3,96,2,2,15,37.62136719,42.81441463
2003_1027,36,,2,SVREC,0,1027,FALSE,2003,N15337/N16405,N20341,3,88,2020,1190.5,16.56,18.4,53,58,3,96,4,3,16,21.83435926,18.72312195
2004_1027,142,,1,SVREC,0,1027,FALSE,2004,B15430/B17996,B20648,2,100,2020,1330.2,12.16,18.9,48,54,3,94,3,1,16,25.68301629,20.24604878
2008_1027,44,,44,SVREC,0,1027,FALSE,2008,I17516/G16341,G20768,6,111,2020,,,,,,,,,,,,
2009_1027,47,,1,SVREC,0,1027,FALSE,2009,I13401/R12844,R20647,2,163,2020,1345,12.12,28.4,46,50,2,93,4,1,16,25.98059478,30.4364878
2013_1028,14,1,5,SVREC,0,1028,FALSE,2013,B14303/B12724,B18237,5,6,2020,1504.1,12.32,19.9,48,50,1,98,5,1,15,30.9202312,21.27843902
2002_1028,14,1,5,SVREC,0,1028,FALSE,2002,B14303/B12724,B18237,5,25,2020,1675.9,14.04,20.1,46,42,2,97,5,0,15,33.77613782,21.07068293
2001_1028,14,1,5,SVREC,0,1028,FALSE,2001,G14505/X16708,N19284,5,37,2020,1621.4,14.19,22.3,47,47,1,96,5,2,15,32.62072063,23.33613415
2011_1028,16,1,6,SVREC,0,1028,FALSE,2011,NE2-18-3,I19741,6,62,2020,1594.7,15.03,48.9,42,36,4,100,2,2,15,31.769479,50.67113415
2012_1028,18,1,7,SVREC,0,1028,FALSE,2012,NE1-17-36,I18606,7,73,2020,1738.7,14.18,38.7,43,45,2,96,3,2,15,34.98473951,40.50285366
2003_1028,91,,2,SVREC,1,1028,FALSE,2003,"MEDALIST/N08003, ALPENA",N11283,3,89,2020,1952.3,14.93,18.1,47,54,2,94,5,2,16,36.50562126,18.77764634
2004_1028,105,,2,SVREC,0,1028,FALSE,2004,B17106/B14302,B20611,2,101,2020,1527,14.84,16.4,47,54,3,93,4,3,16,28.58323938,17.032
2008_1028,11,,11,SVREC,0,1028,FALSE,2008,G16306/G17411,G20717,6,112,2020,,,,,,,,,,,,
2009_1028,94,,2,SVREC,0,1028,FALSE,2009,I13401/R17605,R20694,2,164,2020,1152.9,12.7,25.9,46,41,1,93,5,1,16,22.12292971,27.57402439
2013_1029,26,1,5,SVREC,0,1029,FALSE,2013,B16506/B16507,B19345,5,7,2020,1627.1,13.33,20.6,46,56,1,96,5,3,15,33.06347694,21.77319512
2002_1029,26,1,5,SVREC,0,1029,FALSE,2002,B16506/B16507,B19345,5,26,2020,1915.5,14.43,21,44,55,1,96,6,3,15,38.42989241,21.91426829
2001_1029,26,1,5,SVREC,0,1029,FALSE,2001,B15453/N14243,N19269,5,38,2020,1784.9,13.93,19.6,48,48,1,96,6,3,15,36.01896031,20.57282927
2011_1029,27,1,6,SVREC,0,1029,FALSE,2011,PK16-1,I17546,6,63,2020,1526.6,14.69,37.7,41,39,3,96,2,2,15,30.53449068,39.22179268
2012_1029,6,1,8,SVREC,0,1029,FALSE,2012,"PT16-9, USDA DIAMONDBACK",I18623,8,70,2020,1965.1,16.1,41.7,43,40,3,96,4,3,15,38.65557135,42.66621951
2003_1029,83,,2,SVREC,0,1029,FALSE,2003,B16505/B11617,N20398,3,90,2020,906.9,13.53,16.2,47,48,3,95,4,2,16,17.23699746,17.08309756
